Method,Representative_Gene,P_Value,Is_Ground_Truth,Cluster_Size,Cluster_ID,All_Genes_In_Cluster
CRT-logit,ID2,0.002820733980971487,False,40,723,ID2;KIDINS220;MBOAT2;ASAP2;ITGB1BP1;CPSF3;IAH1;ADAM17;YWHAQ;TAF1B;GRHL1;KLF11;CYS1;C2orf48;RRM2;MIR4261;RN7SL66P;HPCAL1;ODC1;SNORA80B;NOL10;RN7SL832P;ATP6V1C2;PDIA6;KCNF1;C2orf50;PQLC3;ROCK2;LINC00570;E2F6;GREB1;RNA5SP84;MIR4429;RNA5SP85;RN7SL674P;NTSR2;LPIN1;MIR548S;MIR4262;SNORD18
CRT-logit,MTOR,0.0029381818961079515,True,28,598,C1orf127;TARDBP;MASP2;SRM;EXOSC10;MTOR;ANGPTL7;UBIAD1;PTCHD2;FBXO2;FBXO44;MAD2L2;FBXO6;DRAXIN;AGTRAP;C1orf167;MTHFR;CLCN6;NPPA;NPPB;KIAA2013;PLOD1;MFN2;MIIP;RN7SL649P;TNFRSF8;TNFRSF1B;MIR4632
CRT-logit,SNORA36,0.003146673625278135,False,7,997,SNORA36;SNORA5;SNORA7;SNORA7;SNORA7;SNORA7;SNORA7
CRT-logit,SNORA25,0.003261916560517963,False,1,65,SNORA25
CRT-logit,snoU13,0.0032764318926007353,False,5,441,snoU13;snoU13;snoU13;snoU13;snoU13
CRT-logit,MTRNR2L7,0.0033162566560866326,False,1,145,MTRNR2L7
CRT-logit,snoU13,0.0033502286939188545,False,1,254,snoU13
CRT-logit,SNORD36,0.0033564200082976145,False,2,546,SNORD36;SNORD36
CRT-logit,DBC1,0.003516365842635603,False,82,674,DBC1;MIR147A;CDK5RAP2;MEGF9;FBXW2;PSMD5;PHF19;TRAF1;C5;CNTRL;RAB14;GSN;RN7SL181P;STOM;GGTA1P;RN7SL187P;DAB2IP;TTLL11;MIR4478;NDUFA8;MORN5;LHX6;RBM18;MRRF;PTGS1;OR1J1;OR1J2;OR1J4;OR1N1;OR1N2;OR1L8;OR1Q1;OR1B1;OR1L1;OR1L3;OR1L4;OR1L6;OR5C1;PDCL;OR1K1;RC3H2;SNORD90;ZBTB6;ZBTB26;RABGAP1;GPR21;MIR600HG;STRBP;CRB2;DENND1A;MIR601;LHX2;NEK6;PSMB7;GPR144;NR5A1;NR6A1;RN7SL302P;MIR181A2HG;MIR181A2;MIR181B2;OLFML2A;WDR38;RPL35;ARPC5L;GOLGA1;SCAI;PPP6C;RABEPK;HSPA5;GAPVD1;MAPKAP1;RN7SL30P;PBX3;MVB12B;NRON;LMX1B;ZBTB43;ZBTB34;RALGPS1;ANGPTL2;GARNL3
CRT-logit,C14orf64,0.0036016416294208605,False,38,326,C14orf64;RN7SL714P;C14orf177;BCL11B;SETD3;CCNK;CCDC85C;HHIPL1;CYP46A1;EML1;EVL;MIR151B;MIR342;DEGS2;YY1;SLC25A29;MIR345;RN7SL523P;SLC25A47;WARS;WDR25;RN7SKP92;BEGAIN;LINC00523;DLK1;MEG3;MIR2392;MIR770;MIR493;MIR337;MIR665;RTL1;MIR431;MIR433;MIR127;MEG8;MIR432;MIR136
CRT-logit,snoU13,0.0037422136825667916,False,5,808,snoU13;snoU13;snoU13;snoU13;snoU13
CRT-logit,PPP5D1,0.0037484577586243814,False,1,150,PPP5D1
CRT-logit,THBS2,0.004122492107441449,False,14,473,THBS2;WDR27;C6orf120;PHF10;TCTE3;C6orf70;LINC00242;LINC00574;DLL1;FAM120B;MIR4644;PSMB1;TBP;PDCD2
CRT-logit,snoU13,0.004483324954837756,False,1,267,snoU13
CRT-logit,DESI1,0.004496542622157536,False,50,625,DESI1;XRCC6;NHP2L1;C22orf46;MEI1;RNU6ATAC22P;CCDC134;SREBF2;MIR33A;SHISA8;TNFRSF13C;MIR378I;CENPM;LINC00634;SEPT3;WBP2NL;NAGA;FAM109B;SMDT1;NDUFA6;CYP2D6;TCF20;NFAM1;SERHL;RRP7A;SERHL2;RRP7B;RN7SKP80;POLDIP3;RNU12;CYB5R3;ATP5L2;A4GALT;ARFGAP3;PACSIN2;TTLL1;BIK;MCAT;TSPO;TTLL12;SCUBE1;MPPED1;EFCAB6;SULT4A1;PNPLA5;PNPLA3;SAMM50;PARVB;PARVG;KIAA1644
CRT-logit,snoU13,0.004613543092168802,False,1,200,snoU13
CRT-logit,KIF4B,0.004852632063279419,True,60,452,RN7SL177P;FAM114A2;MFAP3;GALNT10;MIR1294;RN7SL655P;SAP30L;HAND1;MIR3141;LARP1;MIR1303;FAXDC2;MIR378H;CNOT8;GEMIN5;MRPL22;KIF4B;RNA5SP199;SGCD;TIMD4;HAVCR1;HAVCR2;MED7;ITK;FAM71B;CYFIP2;FNDC9;ADAM19;NIPAL4;SOX30;C5orf52;THG1L;LSM11;CLINT1;EBF1;RNF145;UBLCP1;IL12B;RNU4ATAC2P;ADRA1B;TTC1;PWWP2A;FABP6;CCNJL;C1QTNF2;C5orf54;SLU7;PTTG1;MIR3142;MIR146A;ATP10B;GABRB2;GABRA6;GABRA1;GABRG2;CCNG1;NUDCD2;HMMR;MAT2B;RN7SKP60
CRT-logit,RN7SL831P,0.00485405717184196,False,35,409,RN7SL831P;RN7SKP270;PTBP2;DPYD;MIR137HG;SNX7;LPPR5;LPPR4;PALMD;FRRS1;AGL;SLC35A3;HIAT1;SASS6;TRMT13;LRRC39;DBT;RTCA;MIR553;CDC14A;GPR88;VCAM1;EXTL2;SLC30A7;DPH5;S1PR1;OLFM3;COL11A1;RN7SKP285;RNPC3;AMY2B;AMY2A;AMY1A;AMY1B;AMY1C
CRT-logit,snoU13,0.004876520616812365,False,1,207,snoU13
CRT-logit,ADAM29,0.005061260157599804,True,39,766,ANXA10;DDX60;DDX60L;PALLD;CBR4;RNY4P17;SH3RF1;NEK1;CLCN3;C4orf27;MFAP3L;AADAT;HSP90AA6P;RNU6ATAC13P;GALNTL6;RN7SL253P;GALNT7;MIR548T;HMGB2;SAP30;SCRG1;HAND2;FBXO8;CEP44;MIR4276;HPGD;GLRA3;ADAM29;GPM6A;WDR17;SPATA4;ASB5;SPCS3;VEGFC;RN7SKP136;NEIL3;AGA;RNA5SP172;RNA5SP173
CRT-logit,snoU13,0.0054998170305774995,False,1,212,snoU13
CRT-logit,SNORA77,0.0055648961008591576,False,1,32,SNORA77
CRT-logit,NRK,0.005878704202255943,True,71,356,TEX13A;NRK;SERPINA7;MUM1L1;CXorf57;MIR548AN;RNF128;TBC1D8B;MORC4;RIPPLY1;CLDN2;RBM41;NUP62CL;PIH1D3;FRMPD3;PRPS1;TSC22D3;NCBP2L;MID2;TEX13B;VSIG1;PSMD10;ATG4A;COL4A6;COL4A5;IRS4;GUCY2F;NXT2;KCNE1L;ACSL4;TMEM164;MIR652;MIR3978;AMMECR1;SNORD96B;GNG5P2;RGAG1;TDGF1P3;CHRDL1;PAK3;CAPN6;DCX;LINC00890;ALG13;RNA5SP512;TRPC5;TRPC5OS;ZCCHC16;LHFPL1;AMOT;MIR4329;RN7SL266P;RN7SL93P;HTR2C;SNORA35;SNORA35;SNORA35;MIR764;MIR1912;MIR1298;MIR1911;MIR448;IL13RA2;LRCH2;RBMXL3;LUZP4;PLS3;RN7SL712P;AGTR2;SLC6A14;CXorf61
CRT-logit,CSMD3,0.005882068861005278,True,64,565,CSMD3;MIR2053;TRPS1;LINC00536;RNA5SP276;EIF3H;UTP23;RAD21;MIR3610;AARD;SLC30A8;RN7SL228P;RN7SL826P;MED30;EXT1;SAMD12;TNFRSF11B;COLEC10;MAL2;NOV;ENPP2;RN7SKP153;TAF2;DSCC1;RN7SL396P;DEPTOR;RNA5SP277;COL14A1;MRPL13;MTBP;SNTB1;HAS2;ZHX2;DERL1;TBC1D31;FAM83A;MIR4663;C8orf76;ZHX1;ATAD2;MIR548AA1;WDYHV1;FBXO32;RN7SKP155;KLHL38;ANXA13;FAM91A1;FER1L6;TMEM65;TRMT12;RNF139;TATDN1;NDUFB9;MTSS1;MIR4662B;LINC00964;ZNF572;SQLE;KIAA0196;NSMCE2;RN7SL329P;TRIB1;LINC00861;FAM84B
CRT-logit,KHDRBS2,0.006032188839413817,True,8,362,KHDRBS2;FKBP1C;LGSN;PTP4A1;PHF3;EYS;RNA5SP208;BAI3
CRT-logit,snoU13,0.006132537764072341,False,1,219,snoU13
CRT-logit,PRED58,0.006476598767348431,False,9,942,PRED58;PRED60;PRED62;PRR21;PRR25;PRSS44;PRSS45;REG1P;REXO1L1
CRT-logit,PCDH15,0.006575217382964867,True,82,954,ZFAND4;FAM21C;FAM25D;FAM25E;AGAP4;AGAP8;RNA5SP310;RNA5SP316;TIMM23;NCOA4;MSMB;AGAP7;ANTXRLP1;ANTXRL;ANXA8L1;ANXA8L2;LINC00842;NPY4R;GPRIN2;SYT15;FAM35BP;RN7SL248P;RN7SL527P;GLUD1P2;BMS1P1;BMS1P5;RNA5SP311;RNA5SP314;PTPN20A;PTPN20B;GDF10;GDF2;RBP3;ZNF488;ANXA8;FAM25B;FAM25G;AGAP9;RNA5SP312;RNA5SP313;BMS1P2;RN7SL453P;FAM25C;RNA5SP315;FRMPD2;MAPK8;ARHGAP22;WDFY4;LRRC18;MIR4294;VSTM4;FAM170B;C10orf128;C10orf71;DRGX;ERCC6;CHAT;SLC18A3;C10orf53;OGDHL;PARG;TIMM23B;LINC00843;RNA5SP317;AGAP6;FAM21A;FAM21B;ASAH2;SGMS1;ASAH2B;ASAH2C;A1CF;PRKG1;MIR605;CSTF2T;DKK1;MBL2;RNA5SP318;PCDH15;MIR548F1;ZWINT;MIR3924
CRT-logit,FOXG1,0.006875874572416376,True,22,392,NOVA1;MIR4307;LINC00645;BNIP3P1;FOXG1;C14orf23;PRKD1;G2E3;SCFD1;COCH;STRN3;MIR624;AP4S1;HECTD1;HEATR5A;DTD2;GPR33;NUBPL;ARHGAP5;AKAP6;RN7SL660P;NPAS3
CRT-logit,snoR442,0.006970922693791647,False,2,498,snoR442;snoR442
CRT-logit,snoU13,0.007204078154063026,False,1,238,snoU13
CRT-logit,SNORA31,0.007279326622919273,False,1,81,SNORA31
CRT-logit,RN7SL866P,0.007480784018681192,False,11,589,RN7SL866P;RN7SL867P;RN7SL86P;RN7SL871P;RN7SL872P;RN7SL90P;RN7SL92P;RN7SL94P;RN7SL95P;RN7SL99P;RN7SL9P
CRT-logit,FTMT,0.007553188380991644,True,41,454,FEM1C;TICAM2;TMED7;CDO1;ATG12;AP3S1;AQPEP;ARL14EPL;COMMD10;SEMA6A;DTWD2;DMXL1;MIR5706;TNFAIP8;RN7SL174P;RNA5SP190;HSD17B4;FAM170A;PRR16;FTMT;SRFBP1;LOX;ZNF474;SNCAIP;SNX2;SNX24;PPIC;RN7SL689P;RN7SL711P;PRDM6;CEP120;CSNK1G3;ZNF608;RN7SKP117;GRAMD3;ALDH7A1;PHAX;C5orf48;LMNB1;MARCH3;C5orf63
CRT-logit,CARD6,0.007742990265704009,True,41,550,EGFLAM;LIFR;MIR3650;OSMR;RICTOR;FYB;C9;DAB2;LINC00603;LINC00604;TTC33;PTGER4;PRKAA1;RPL37;SNORD72;CARD6;C7;MROH2B;C6;PLCXD3;OXCT1;C5orf51;FBXO4;GHR;CCDC152;SEPP1;ANXA2R;ZNF131;NIM1;HMGCS1;CCL28;C5orf28;C5orf34;PAIP1;NNT;FGF10;RN7SL383P;MRPS30;HCN1;EMB;PARP8
CRT-logit,SNORD112,0.007869380355019245,False,1,87,SNORD112
CRT-logit,GRIP1,0.00818031856546572,True,9,654,RNA5SP362;LLPH;TMBIM4;IRAK3;RN7SKP166;HELB;GRIP1;CAND1;DYRK2
CRT-logit,TG,0.008327213051910273,True,36,805,PCAT1;PCAT2;CASC8;POU5F1B;MYC;PVT1;TMEM75;MIR1205;MIR1207;MIR1208;RN7SKP226;CCDC26;RN7SKP206;MIR3686;GSDMC;FAM49B;MIR5194;ASAP1;ADCY8;EFR3A;OC90;HHLA1;KCNQ3;HPYR1;LRRC6;TMEM71;PHF20L1;TG;SLA;WISP1;NDRG1;ST3GAL1;ZFAT;MIR30B;MIR30D;KHDRBS3
CRT-logit,SNORD56,0.008411576612508184,False,1,112,SNORD56
CRT-logit,TIAM2,0.008741769173179951,True,32,714,TIAM2;MIR1273C;TFB1M;CLDN20;NOX3;MIR1202;ARID1B;MIR4466;TMEM242;ZDHHC14;MIR3692;SNX9;SYNJ2;SERAC1;GTF2H5;TULP4;RN7SL173P;TMEM181;DYNLT1;SYTL3;MIR3918;EZR;OSTCP1;C6orf99;RSPH3;TAGAP;FNDC1;SOD2;WTAP;RNU4ATAC18P;ACAT2;TCP1
CRT-logit,RN7SL421P,0.009128915858198606,False,1,167,RN7SL421P
CRT-logit,HUWE1,0.009247629216701027,True,22,885,XAGE3;FAM156B;FAM156A;GPR173;TSPYL2;KDM5C;IQSEC2;SMC1A;RIBC1;HSD17B10;HUWE1;MIR98;MIRLET7F2;RNA5SP505;PHF8;FAM120C;WNK3;TSR2;FGD1;GNL3L;ITIH6;MAGED2
CRT-logit,KDM5B,0.009318659846468349,False,12,355,KDM5B;PCAT6;RABIF;KLHL12;ADIPOR1;CYB5R1;TMEM183A;PPFIA4;MYOG;ADORA1;MYBPH;CHI3L1
CRT-logit,SPEN,0.00944308003192436,True,52,661,KAZN;TMEM51;C1orf195;FHAD1;EFHD2;CTRC;CELA2A;CELA2B;CASP9;DNAJC16;AGMAT;DDI2;RSC1A1;PLEKHM2;SLC25A34;TMEM82;FBLIM1;SPEN;ZBTB17;C1orf64;HSPB7;CLCNKA;CLCNKB;FAM131C;EPHA2;ARHGEF19;RSG1;FBXO42;SZRD1;SPATA21;NECAP2;CROCCP3;NBPF1;CROCCP2;ESPNP;CROCC;MST1L;MIR3675;MFAP2;ATP13A2;SDHB;PADI2;PADI1;PADI3;MIR3972;PADI4;PADI6;RCC2;ARHGEF10L;ACTL8;IGSF21;KLHDC7A
CRT-logit,OR4N2,0.009496007154737009,True,75,910,OR11H12;MED15P1;POTEM;LINC00516;POTEG;MED15P6;OR4N2;OR4Q3;OR4M1;OR4K2;OR4K5;OR4K1;OR4K15;OR4Q2;OR4K14;OR4K13;OR4L1;RNA5SP380;OR4K17;OR4N5;OR11G2;OR11H6;OR11H7;OR11H4;TTC5;CCNB1IP1;SNORD126;RPPH1;PARP2;TEP1;RNA5SP382;KLHL33;OSGEP;APEX1;TMEM55B;PNP;RNASE10;RNASE9;RNASE11;RNASE12;OR6S1;RNASE4;ANG;EDDM3A;EDDM3B;RNASE6;RNASE1;RNASE3;RNASE2;RN7SL189P;METTL17;SLC39A2;NDRG2;TPPP2;RNASE13;RNASE7;RNASE8;ARHGEF40;ZNF219;TMEM253;OR5AU1;LINC00641;HNRNPC;RPGRIP1;SUPT16H;CHD8;SNORD9;SNORD8;RN7SL650P;RAB2B;TOX4;METTL3;SALL2;OR10G3;OR10G2
CRT-logit,KIF16B,0.010122074192211275,True,41,405,KIF16B;SNRPB2;OTOR;PCSK2;BFSP1;DSTN;RN7SKP69;RRBP1;BANF2;SNX5;OVOL2;SNORD17;MGME1;CSRP2BP;PET117;RN7SL14P;ZNF133;RN7SKP74;LINC00851;DZANK1;RNA5SP476;POLR3F;MIR3192;RBBP9;SEC23B;LINC00493;DTD1;RN7SL638P;RNU6ATAC34P;LINC00652;SCP2D1;SLC24A3;RIN2;NAA20;CRNKL1;C20orf26;RN7SL690P;INSM1;RALGAPA2;RN7SL607P;LINC00237
CRT-logit,EXPH5,0.01025796818686789,True,79,462,GRIA4;MSANTD4;KBTBD3;AASDHPPT;GUCY1A2;CWF19L2;ALKBH8;ELMOD1;SLN;SLC35F2;RAB39A;CUL5;ACAT1;NPAT;ATM;C11orf65;KDELC2;EXPH5;DDX10;RNA5SP349;C11orf87;RDX;ZC3H12C;FDX1;ARHGAP20;RNA5SP350;C11orf53;C11orf92;C11orf93;MIR4491;POU2AF1;BTG4;MIR34B;MIR34C;C11orf88;LAYN;SIK2;RN7SKP273;PPP2R1B;ALG9;FDXACB1;C11orf1;CRYAB;HSPB2;C11orf52;DIXDC1;RNA5SP351;DLAT;PIH1D2;C11orf57;TIMM8B;SDHD;IL18;TEX12;BCO2;PTS;C11orf34;NCAM1;TTC12;ANKK1;DRD2;MIR4301;TMPRSS5;ZW10;CLDN25;ATF4P4;USP28;HTR3B;HTR3A;ZBTB16;NNMT;C11orf71;RBM7;REXO2;NXPE1;NXPE4;NXPE2;CADM1;LINC00900
CRT-logit,MTUS2,0.01041684490636848,True,30,947,MTUS2;SLC7A1;UBL3;LINC00297;LINC00572;LINC00544;LINC00365;KATNAL1;LINC00426;LINC00427;HMGB1;USPL1;ALOX5AP;LINC00398;MEDAG;TEX26;HSPH1;B3GALTL;RXFP2;FRY;EEF1DP3;ZAR1L;BRCA2;N4BP2L1;N4BP2L2;PDS5B;RNY1P4;LINC00423;KL;STARD13
CRT-logit,LRP4,0.010536988380183871,True,43,645,MIR5582;SNORD67;SNORD67;LRP4;C11orf49;ARFGAP2;PACSIN3;DDB2;ACP2;NR1H3;MADD;MYBPC3;SPI1;MIR4487;SLC39A13;PSMC3;RAPSN;CELF1;RN7SL652P;NDUFS3;PTPMT1;KBTBD4;FAM180B;C1QTNF4;MTCH2;AGBL2;FNBP4;NUP160;RNA5SP340;PTPRJ;MIR3161;OR4B1;OR4X2;OR4X1;OR4S1;OR4C3;OR4C5;OR4A47;TRIM49B;TRIM64C;FOLH1;OR4C13;OR4C12
CRT-logit,ACA59,0.01059781284698751,False,3,386,ACA59;ACA59;ACA59
CRT-logit,RN7SL13P,0.010668548841154916,False,2,346,RN7SL13P;RN7SL142P
CRT-logit,SNORA19,0.010768509781501507,False,2,502,SNORA19;SNORA19
CRT-logit,MAGOH2,0.010898916909839488,False,6,773,MAGOH2;MGC10955;MGC20647;MGC4294;MGC4771;MIR1273A
CRT-logit,snoR442,0.010986461710911891,False,4,553,snoR442;snoU109;snoU109;snoU109
CRT-logit,snoU13,0.01105521759223185,False,2,679,snoU13;snoU13
CRT-logit,SNORD22,0.011193418238376843,False,4,899,SNORD22;SNORD30;SNORD28;SNORD28
CRT-logit,TCHH,0.011737329612511617,True,104,570,S100A10;NBPF18P;S100A11;TCHHL1;TCHH;RPTN;HRNR;FLG;FLG2;CRNN;LCE5A;CRCT1;LCE3E;LCE3D;LCE3C;LCE3B;LCE3A;LINC00302;LCE2D;LCE2C;LCE2B;LCE2A;LCE4A;C1orf68;KPRP;LCE1F;LCE1E;LCE1D;LCE1C;LCE1B;LCE1A;LCE6A;SMCP;IVL;SPRR4;SPRR1A;SPRR3;SPRR1B;SPRR2D;SPRR2A;SPRR2B;SPRR2E;SPRR2F;SPRR2G;LELP1;PRR9;LOR;PGLYRP3;PGLYRP4;S100A9;S100A12;S100A8;S100A7A;S100A7L2;S100A7;RN7SL44P;S100A6;S100A5;S100A4;S100A3;S100A2;S100A16;S100A14;S100A13;S100A1;CHTOP;SNAPIN;ILF2;NPR1;RN7SL372P;INTS3;SLC27A3;GATAD2B;DENND4B;CRTC2;SLC39A1;CREB3L4;JTB;RAB13;RPS27;NUP210L;MIR5698;TPM3;RN7SL431P;MIR190B;C1orf189;C1orf43;UBAP2L;HAX1;AQP10;ATP8B2;IL6R;SHE;TDRD10;UBE2Q1;CHRNB2;ADAR;KCNN3;PMVK;PBXIP1;PYGO2;SHC1;CKS1B;CKS1B
CRT-logit,snoU13,0.012022564496853669,False,1,235,snoU13
CRT-logit,CDC42BPG,0.012222046451353238,False,56,292,CDC42BPG;EHD1;MIR192;ATG2A;PPP2R5B;GPHA2;C11orf85;BATF2;ARL2;SNX15;SAC3D1;NAALADL1;CDCA5;ZFPL1;VPS51;TM7SF2;ZNHIT2;FAU;SYVN1;MRPL49;SPDYC;CAPN1;SLC22A20;POLA2;CDC42EP2;DPF2;TIGD3;SLC25A45;FRMD8;NEAT1;MALAT1;SCYL1;LTBP3;SSSCA1;FAM89B;EHBP1L1;KCNK7;MAP3K11;PCNXL3;MIR4690;SIPA1;MIR4489;RELA;RN7SL309P;KAT5;RNASEH2C;AP5B1;OVOL1;CFL1;SNX32;MUS81;EFEMP2;CTSW;FIBP;CCDC85B;FOSL1
CRT-logit,HELZ2,0.012632791417497362,True,45,314,HAR1B;HAR1A;YTHDF1;BIRC7;MIR3196;NKAIN4;ARFGAP1;MIR4326;COL20A1;CHRNA4;KCNQ2;EEF1A2;PPDPF;PTK6;SRMS;C20orf195;HELZ2;GMEB2;STMN3;RTEL1;TNFRSF6B;ARFRP1;ZGPAT;LIME1;SLC2A4RG;ZBTB46;ABHD16B;C20ORF135;TPD52L2;DNAJC5;UCKL1;MIR1914;MIR647;ZNF512B;SAMD10;PRPF6;LINC00176;SOX18;TCEA2;RGS19;OPRL1;C20orf201;MYT1;NPBWR2;PCMTD2
CRT-logit,C5orf38,0.01278378003630636,False,8,974,C5orf38;C5orf55;C5orf56;C6ORF50;C6orf100;C6orf164;C8orf49;C8orf56
CRT-logit,LAMA1,0.012814175789385727,True,56,897,MIR3976;TMEM200C;L3MBTL4;RPL6P27;RN7SL282P;ARHGAP28;LINC00668;LAMA1;LRRC30;PTPRM;RN7SL50P;RAB12;SOGA2;NDUFV2;ANKRD12;TWSG1;RALBP1;PPP4R1;RAB31;RN7SL862P;RNA5SP449;TXNDC2;VAPA;RNA5SP450;APCDD1;NAPG;PIEZO2;NPIPB1P;GNAL;CHMP1B;MPPE1;IMPA2;ANKRD62;CIDEA;TUBB6;AFG3L2;SLMO1;SPIRE1;PSMG2;CEP76;PTPN2;SEH1L;CEP192;LDLRAD4;MIR5190;MIR4526;FAM210A;RN7SL362P;RNMT;MC5R;MC2R;ZNF519;ANKRD20A5P;CYP4F35P;CXADRP3;POTEC
CRT-logit,snoU13,0.013292760258583669,False,1,197,snoU13
CRT-logit,MIR5096,0.013621738433824655,False,11,547,MIR5096;MIR566;MIR720;MTRNR2L1;MTRNR2L10;MTRNR2L11;MTRNR2L12;MTRNR2L13;MTRNR2L2;MTRNR2L3;MTRNR2L4
CRT-logit,SNORA11,0.013902609035358398,False,1,115,SNORA11
CRT-logit,PARP11,0.013964903180346275,False,6,364,PARP11;CCND2;C12orf5;FGF23;FGF6;C12orf4
CRT-logit,LINC00849,0.014235724455380395,False,3,336,LINC00849;LINC00856;LINC00864
CRT-logit,SNORA44,0.014610373904688778,False,1,3,SNORA44
CRT-logit,CSMD2,0.014729727192590355,True,70,800,PUM1;NKAIN1;SNRNP40;ZCCHC17;FABP3;SERINC2;TINAGL1;HCRTR1;PEF1;COL16A1;BAI2;MIR4254;SPOCD1;PTP4A2;KHDRBS1;TMEM39B;MIR5585;KPNA6;TXLNA;CCDC28B;IQCC;DCDC2B;TMEM234;EIF3I;MTMR9LP;FAM167B;LCK;HDAC1;MARCKSL1;TSSK3;FAM229A;BSDC1;RN7SL122P;ZBTB8B;ZBTB8A;ZBTB8OS;RBBP4;SYNC;KIAA1522;YARS;S100PBP;FNDC5;HPCA;TMEM54;RNF19B;AK2;TRIM62;ZNF362;A3GALT2;PHC2;MIR3605;RN7SKP16;ZSCAN20;CSMD2;HMGB4;RNA5SP42;C1orf94;MIR552;SMIM12;GJB5;GJB4;GJB3;GJA4;DLGAP3;ZMYM6NB;ZMYM6;ZMYM1;SFPQ;ZMYM4;RN7SL503P
CRT-logit,PAPPA2,0.014736470102382031,True,94,795,U7;U7;PAPPA2;ASTN1;MIR488;FAM5B;SEC16B;RASAL2;LINC00083;TEX35;C1ORF220;C1orf220;RNA5SP69;MIR4424;RALGPS2;ANGPTL1;FAM20B;TOR3A;ABL2;SOAT1;AXDND1;NPHS2;TDRD5;FAM163A;IFRG15;TOR1AIP2;TOR1AIP1;RN7SL230P;CEP350;QSOX1;LHX4;ACBD6;MIR3121;XPR1;KIAA1614;STX6;MR1;IER5;CACNA1E;RNA5SP70;RN7SKP229;ZNF648;GLUL;TEDDM1;LINC00272;RGSL1;RNASEL;RGS16;RGS8;NPL;DHX9;SHCBP1L;RNA5SP71;LAMC1;LAMC2;NMNAT2;SMG7;NCF2;ARPC5;RGL1;APOBEC4;COLGALT2;TSEN15;RN7SL654P;C1orf21;EDEM3;FAM129A;RNA5SP72;RNF2;TRMT1L;SWT1;IVNS1ABP;HMCN1;PRG4;TPR;C1orf27;PDC;PTGS2;PLA2G4A;RN7SKP156;RNA5SP73;FAM5C;RGS18;RGS21;RGS1;RGS13;RGS2;RN7SKP126;UCHL5;TROVE2;GLRX2;CDC73;MIR1278;B3GALT2
CRT-logit,SNORA42,0.01513475466837099,False,1,30,SNORA42
CRT-logit,RN7SL374P,0.015174794136280083,False,6,750,RN7SL374P;RN7SL389P;RN7SL406P;RN7SL407P;RN7SL409P;RN7SL410P
CRT-logit,SNORA74,0.015197720411241209,False,2,300,SNORA74;SNORA74
CRT-logit,MYH15,0.015254266374847914,True,44,531,CBLB;LINC00882;LINC00883;CCDC54;BBX;LINC00636;LINC00635;CD47;IFT57;HHLA2;MYH15;KIAA1524;DZIP3;RETNLB;TRAT1;GUCA1C;MORC1;LINC00488;DPPA2;DPPA4;MIR4445;RNU6ATAC15P;PVRL3;CD96;ZBED2;PLCXD2;PHLDB2;ABHD10;TAGLN3;TMPRSS7;C3orf52;MIR567;GCSAM;SLC9C1;CD200;BTLA;ATG3;SLC35A5;CCDC80;CD200R1L;CD200R1;GTPBP8;C3orf17;BOC
CRT-logit,MED12,0.015328478791422427,True,77,533,AR;OPHN1;YIPF6;STARD8;EFNB1;PJA1;LINC00269;FAM155B;EDA;MIR676;AWAT2;OTUD6A;IGBP1;DGAT2L6;RN7SL581P;AWAT1;RNA5SP507;P2RY4;ARR3;PDZD11;RAB41;KIF4A;RNY4P23;GDPD2;DLG3;TEX11;SLC7A3;SNX12;FOXO4;CXorf65;IL2RG;MED12;NLGN3;GJB1;ZMYM3;NONO;ITGB1BP2;TAF1;INGX;OGT;ACRC;CXCR3;CXorf49;CXorf49B;NHSL2;RGAG4;PIN4;RN7SL388P;ERCC6L;RPS4X;CITED1;HDAC8;PHKA1;DMRTC1B;DMRTC1;LINC00684;PABPC1L2B;PABPC1L2A;NAP1L6;NAP1L2;CDX4;MAP2K4P1;CHIC1;TSIX;XIST;FTX;JPX;MIR421;MIR374B;RN7SL648P;MIR545;MIR374A;ZCCHC13;RN7SL790P;SLC16A2;RLIM;KIAA2022
CRT-logit,DVL2,0.015595163226565253,True,67,459,RABEP1;NUP88;RPAIN;C1QBP;DHX33;DERL2;MIS12;NLRP1;WSCD1;AIPL1;FAM64A;ACKR6;KIAA0753;RNA5SP435;TXNDC17;MED31;C17orf100;MIR4520B;SLC13A5;XAF1;FBXO39;TEKT1;ALOX12P2;MIR497HG;ALOX12;RNASEK;C17orf49;BCL6B;SLC16A13;SLC16A11;CLEC10A;ASGR2;ASGR1;DLG4;ACADVL;MIR324;DVL2;PHF23;GABARAP;CTDNEP1;ELP5;CLDN7;SLC2A4;YBX2;EIF5A;GPS2;NEURL4;ACAP1;KCTD11;TMEM95;TNK1;PLSCR3;TMEM256;NLGN2;SPEM1;C17orf74;TMEM102;FGF11;CHRNB1;ZBTB4;SLC35G6;POLR2A;TNFSF12;TNFSF13;SENP3;EIF4A1;SNORA48
CRT-logit,snoU13,0.0170087885761192,False,1,251,snoU13
CRT-logit,MIR4419B,0.017113437387533167,False,6,721,MIR4419B;MIR4459;MIR4461;MIR4532;MIR4788;MIR4792
CRT-logit,snoU13,0.017360753649328382,False,1,242,snoU13
CRT-logit,snoU13,0.017451690089271207,False,1,226,snoU13
